text,label,category,lang,source
"Физикa сабағы 15:00-ге ауыстырылды, 413 аудитория",safe,,kk,synthetic_template_kz
Пополнение 49 900 тг на карту *6901. Баланс 21 000 тг,safe,,ru,synthetic_template_kz
Сізге Сот орындаушылары тарапынан қорғалған хабарлама келді. Оқу: bonus-kz.click,scam,phishing,kk,synthetic_template_kz
Ваш номер участвует в перерасчете пенсии. Заполните форму halykbank.kz.verify.top до конца недели,scam,phishing,ru,synthetic_template_kz
"Eurasian Bank: зафиксирована попытка входа в ваш кабинет с нового устройства. Если это не вы, подтвердите личность: jusan-secure.info",scam,fake_bank,ru,synthetic_template_kz
Ваш заказ №488708 прибыл в пункт выдачи Kaspi Postomat. Забрать в течение 5 дней,safe,,ru,synthetic_template_kz
Заработок из дома от 60 000 тг в неделю. Пишите в WhatsApp +7 704 643 52 66,suspicious,,ru,synthetic_template_kz
Розыгрыш к 30-летию! Вам начислен бонус 36 500 тг. Для вывода оплатите комиссию 9313 тг,scam,fake_prize,ru,synthetic_template_kz
"Занятие по физике переносится на 16:00, аудитория 352",safe,,ru,synthetic_template_kz
Ваш заказ №641131 прибыл в пункт выдачи СДЭК. Забрать в течение 5 дней,safe,,ru,synthetic_template_kz
izi: SIM kартаңыздың мерзімі бітуде. Тіркеуді ұзартыңыз kaspi-bonus.top,scam,phishing,kk,synthetic_template_kz
Жаңа курстар туралы ақпарат алыңыз.,safe,,kk,github_Yerassyl04_Spam-kazakh
"Ерлан, сізге 7 000 000 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",suspicious,,kk,synthetic_template_kz
Одобрен займ до 1 000 000 тг без справок и залога. Оформить за 5 минуt: egov.kz,suspicious,,ru,synthetic_template_kz
Ozon: посылка задержана на таможне. Оплатите пошлину 1134 тг: jusan-secure.info,scam,phishing,ru,synthetic_template_kz
Обновление базы ЕНПФ. Вам начислена выплата 88 000 тг. Получить: forte-cabinet . pro,scam,phishing,ru,synthetic_template_kz
"Требуются  сотрудники,  график свободный, оплата ежедневно 38 000 тг. Telegram по номеру +7 701 737 29 32",suspicious,,ru,synthetic_template_kz
"Инвестиции от 70 000 тг, доход 49% в месяц. Консультация +7 747 825 77 62",suspicious,,ru,synthetic_template_kz
Уважаемый клиент! Карта *7309 заблокирована по подозрению в мошенничестве. Для разблокировки перейдите gov-kz.support в течение 2 часов,scam,fake_bank,ru,synthetic_template_kz
"Возврат страховки по кредиту. Проверьте, положена ли вам компенсация: +7 747 302 90 43",suspicious,,ru,synthetic_template_kz
eGov. Шоттарыңызға тыйым салынды. Шектеуді 2 сағат ішінде алу: halyk-verify . xyz,scam,fake_police,kk,synthetic_template_kz
Клиникамызда тегін диагностика. Бүгінге жазылу +7 783 982 83 11,suspicious,,kk,synthetic_template_kz
Бесплатная диагностика организма в нашей клинике. Запись на сегодня +7 775 968 97 41,suspicious,,ru,synthetic_template_kz
МВД РК: на ваше имя завeдено производстBо. Явитесь или ознакомьтесь bonus-kz.click,scam,fake_police,ru,synthetic_template_kz
"izi: 11 ГБ және 291 минут қалды, 10.12 дейін",safe,,kk,synthetic_template_kz
СДЭК: жеткізу мекенжайы қате. Деректерді нақтылаңыз gov-kz . support,scam,phishing,kk,synthetic_template_kz
"Несие бойынша сақтандыруды қайтару. Өтемақы тиесілі ме, тексеріңіз: +7 720 300 44 89",suspicious,,kk,synthetic_template_kz
Вы получили сертификат AliExpress на 94 000 тг. Активировать сегодня до 18:00: egov-kz.online,scam,fake_prize,ru,synthetic_template_kz
Одобрен займ до 6 000 000 тг без справок и залога. Оформить за 5 минут: forte.kz,suspicious,,ru,synthetic_template_kz
Розыгрыш к 30-летию! Ваm нaчислен бонус 7 000 000 тг. Для вывода оплатите комисcию 2873 тг,scam,fake_prize,ru,synthetic_template_kz
"Инвестиции от 96 000 тг, доход 28% в месяц. Консультация +7 743 753 72 72",suspicious,,ru,synthetic_template_kz
Құттықтаймыз! Сіз Eurasian Bank ұтыс ойынында 13 700 тг ұттыңыз. Жүлдені алу: kaspi-gold . site,scam,fake_prize,kk,synthetic_template_kz
"Beeline: тариф ұзартылды, 3493 тг есептен шығарылды",safe,,kk,synthetic_template_kz
"Kaspi Bank: 81 000 тг сатып алу, карта *2909. Қолжетімді 7 000 000 тг",safe,,kk,synthetic_template_kz
Розыгрыш к 30-летию! Вам начислен бонус 9 000 000 тг. Для вывода оплатите комиссию 7339 тг,scam,fake_prize,ru,synthetic_template_kz
Жазғы демалыс жоспарларыңыз қандай?,safe,,kk,github_Yerassyl04_Spam-kazakh
Ваш код подтверждения для входа: 324764,safe,,ru,synthetic_template_kz
Розыгрыш  к  30-летию! Вам начислен бонус 92 200 тг. Для вывода оплатите комиссию 8595 тг,scam,fake_prize,ru,synthetic_template_kz
Сатып алғаныңыз үшін рахмет! Түбіртек tele2.z сайтында,safe,,kk,synthetic_template_kz
Обновление базы ЕНПФ. Вам начислена выплата 99 900 тг. Получить: enpf-vyplata.ru,scam,phishing,ru,synthetic_template_kz
Сатып алғаныңыз үшін рахмет! Түбіртек jusan.kz сайтында,safe,,kk,synthetic_template_kz
Білім беру жүйесіндегі өзгерістер туралы ақпарат.,safe,,kk,github_Yerassyl04_Spam-kazakh
"Мама, я задержусь, буду примеpно к 20 часам",safe,,ru,synthetic_template_kz
"Занятие по программироBанию пeреносится на 18:00, аудитория 465",safe,,ru,synthetic_template_kz
"ақпан  айына  коммуналдық төлем қабылданды, сома 54 700 тг",safe,,kk,synthetic_template_kz
"SE-2423 тобының жиналысы 16:00-де, 1 корпус",safe,,kk,synthetic_template_kz
"Такси келді. Kia Rio, мемлекеттік нөмір 355 YYK 05",safe,,kk,synthetic_template_kz
Ваш аккаунт eGov будет удален в течение 30 минут. Подтвердите ИИН: gov-kz.support,scam,phishing,ru,synthetic_template_kz
"мамыр айына коммуналдық төлем қабылданды, сома 78 800 тг",safe,,kk,synthetic_template_kz
"сәуір айына коммуналдық төлем қабылданды, сома 35 100 тг",safe,,kk,synthetic_template_kz
"Такси келді. Hyundai Accent, мемлекеттік нөмір 535 XAB 07",safe,,kk,synthetic_template_kz
Сізге eGov тарапынан қорғалған хабарлама келді. Оқу: jusan-secure.info,scam,phishing,kk,synthetic_template_kz
ЖСН нөміріңіз заңсыз операцияда қолданылған. Тергеуші хабарласады: +7 708 273 43 65. Үшінші тұлғаларға айтпаңыз,scam,fake_police,kk,synthetic_template_kz
"izi: 22 ГБ және 125 минут қалды, 14.1 дейін",safe,,kk,synthetic_template_kz
*9581 картаға 68 200 тг толықтырылды. Баланс 5 000 000 тг,safe,,kk,synthetic_template_kz
"Acti: 2 ГБ және 685 минут қалды, 21.10 дейін",safe,,kk,synthetic_template_kz
Анықтамасыз және кепілсіз 8 000 000 тг дейін қарыз мақұлданды. 5 минутта рәсімдеу: tele2.kz,suspicious,,kk,synthetic_template_kz
"Kaspi Gold: код 992377. Никому не сообщайте. Если это не вы, звоните +7 703 605 55 44",scam,kaspi_scam,ru,synthetic_template_kz
Kaspi: код 936826. Никому не сообщайте.,safe,,ru,synthetic_template_kz
Вам поступил Kaspi Bonus 14% на 85 500 тг. Активация kaspi-gold.site,scam,kaspi_scam,ru,synthetic_template_kz
Kaspi: код 121939. Ешкімге айтпаңыз.,safe,,kk,synthetic_template_kz
ТрейдиHг курстары. Бірінші сабақ tегін. Тіркелу +7 779 114 19 33,suspicious,,kk,synthetic_template_kz
"Kaspi  Bank:  56 200 тг сатып алу, карта *3116. Қолжетімді 95 000 тг",safe,,kk,synthetic_template_kz
"Такси прибыло. Hyundai Accent, гос. номер 347 XRR 02",safe,,ru,synthetic_template_kz
СДЭК: неверный адрес дoставки. Уtочните данные kaspi-bonus.top иначе заказ вернeтся отправителю,scam,phishing,ru,synthetic_template_kz
Ұлттық Банк. Шоттарыңызға тыйым салынды. Шектеуді бүгін 18:00-ге дейін алу: egov-kz.online,scam,fake_police,kk,synthetic_template_kz
*2304 картаға 5 000 000 тг толықтырылды. Баланс 34 000 тг,safe,,kk,synthetic_template_kz
"Сотрудник  банка  свяжется с вами по номеру +7 776 789 49 50. Не сообщайте код никому, кроме специалиста",scam,fake_bank,ru,synthetic_template_kz
Салық берешегі 88 000 тг. Онлайн өтеу: enpf-vyplata.ru,scam,phishing,kk,synthetic_template_kz
Otbasy Bank. 59 000 тг есептен шығару бекітілді. Болдырмау үшін: halykbank.kz.verify.top,scam,fake_bank,kk,synthetic_template_kz
eGov: аHықтамаңыз дайын. Мобильді қосыmшадан жүктeңіз,safe,,kk,synthetic_template_kz
Антифрод-центр: на ваше имя заведено производство. Явитесь или ознакомьтесь bonus-kz.click,scam,fake_police,ru,synthetic_template_kz
№12044 іс бойынша сотқа шaқыру. Іс мaтеpиалдары: kaspi-gold.site,scam,fake_police,kk,synthetic_template_kz
Құттықтаймыз! Сіз Kaspi Bank ұтыс ойынында 20 100 тг ұттыңыз. Жүлдені алу: bonus-kz . click,scam,fake_prize,kk,synthetic_template_kz
"Здравствуйте, Ерлан! Напоминаем о записи к врачу завтра в 16:00",safe,,ru,synthetic_template_kz
